Título,Revisiones,Año Publicación,Idioma,Rating,ISBN
Every Day is Saturday: The Rock Photography of Peter Ellenby,2,2006,2,4.53,0811853977
The Resilient Physician: Effective Emotional Management for Doctors & Their Medical Organizations,1,2002,2,3.86,1579472435
Saturday Night at the Dinosaur Stomp,60,2002,2,3.91,0763606960
I Love Saturdays y domingos,10,2004,1,4.05,068987409X
Four Seasons Cookbook,0,1996,2,0.0,0932212794
7 Pillars of Freedom,0,2005,2,0.0,159467924X
Bee Season,29,2001,2,3.5700000000000003,0307276856
Bee Season Reading Group Guide,12,2001,2,3.39,0385728824
A Dangerous Fortune,12,1999,1,4.05,0330332651
Code to Zero,634,2005,2,3.73,0451216725
The Man From St. Petersburg,670,2003,1,3.88,0451208706
Night Over Water,661,2004,1,3.8200000000000003,0451211472
The Hammer of Eden,367,1999,2,3.47,0449227545
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,72,2005,1,3.95,0375760946
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,0,2006,2,3.95,9580493510
Jackdaws,963,2006,1,3.9699999999999998,0451219597
Whiteout,1,2006,1,3.58,1405052716
Triple,281,2004,2,3.85,0451212088
Last Orders at Harrods: An African Tale,1,1900,2,3.23,1904598323
The Successful Physician: A Productivity Handbook for Practitioners,0,2003,2,3.64,0763713554
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,27,1997,1,4.12,1556432461
Opportunities in Physician Assistant Careers,1,2002,2,1.5,0071387277
Physician Assistants In American Medicine,0,2002,2,4.0,0443065977
Physician Assistant Board Review: Certification and Recertification with Online Exam Simulation. Expert Consult - Online and Print,0,2006,2,4.3,1416025987
My Life in France,6185,2006,1,4.18,1400043468
A Short History of Nearly Everything (Illustrated Edition),7,2010,1,4.21,0385663552
Here All Dwell Free: Stories to Heal the Wounded Feminine,5,2005,2,4.14,0809138727
The Catcher in the Rye,44046,2001,1,3.8,0316769177
Franny and Zooey,5063,2001,1,3.98,0316769029
Salinger: A Biography,32,2000,2,3.23,1580631487
In Search of J.D. Salinger,16,2000,2,3.39,0747536406
Living Solo,2,1998,2,3.76,0836267532
Dream Catcher: A Memoir,79,2001,2,3.37,0671042823
With Love and Squalor: 13 Writers Respond to the Work of J.D. Salinger,9,2001,2,3.39,076790799X
The Fiction of J.D. Salinger,1,1979,2,3.17,0822950197
The Doors of Perception & Heaven and Hell,813,2004,1,3.92,0060595183
Brave New World,20381,1998,1,3.99,0060929871
Island,1062,2002,1,3.83,0060085495
The Perennial Philosophy,168,2004,1,4.2,006057058X
Huxley and God: Essays on Religious Experience,4,2003,1,4.29,0824522524
Moksha: Writings on Psychedelics & the Visionary Experience,15,1999,1,4.18,0892817585
Point Counter Point,214,1996,1,3.86,1564781313
After Many a Summer Dies the Swan,150,1993,1,3.75,1566630185
The Flame Trees of Thika: Memories of an African Childhood,220,2000,1,4.12,0141183780
The Devil Wears Prada,38,2006,2,3.74,0767925955
A Separate Peace,6357,2003,1,3.58,0743253973
A Separate Peace with Connections (HRW Library),6,1999,2,3.58,0030554640
Withhold Not Correction,17,1989,2,3.67,0875524001
Cane River,54,2005,2,4.06,0446615889
Black and Blue,1395,2010,1,3.88,0385333137
A Virtuous Woman,592,1997,1,3.69,0375703063
Here on Earth,1478,1999,1,3.69,0425169693
The Heart of a Woman,444,1997,1,4.21,0375500723
Oprah Winfrey: I Dont Believe in Failure (African-American Biographies (Enslow)),9,2005,2,3.5300000000000002,0766024628
The World According to Oprah: An Unauthorized Portrait in Her Own Words,2,2005,2,2.62,0740754807
Where the Heart Is,3431,1998,1,4.02,0446672211
Oprah Winfrey,5,2002,1,3.74,0822550008
The Gospel According to Oprah,0,2005,2,3.0,0664229425
Drowning Ruth,2170,2001,1,3.74,0345439104
Fall on Your Knees,2444,2002,1,3.96,0743466527
While I Was Gone,1194,2000,1,3.69,0345443284
The Uncommon Wisdom of Oprah Winfrey: A Portrait in Her Own Words,7,2000,2,3.75,1559724196
Mother of Pearl,429,2000,1,3.69,0671774670
Jewel,611,1999,2,3.67,0671042572
The Book of Ruth,1231,1989,1,3.85,0385265700
Reading with Oprah: The Book Club that Changed America,17,2005,2,3.7199999999999998,1557287821
Open House,1640,2001,1,3.7,0345435168
Tara Road,1723,2000,1,3.9,0440235596
A Lesson Before Dying,3032,1997,1,3.95,0375702709
Paradise,825,1999,1,3.8,0452280397
The Treasure Hunt: A Little Bill Book,18,1997,1,3.35,0590956183
We Were the Mulvaneys,2575,1997,1,3.73,0452282829
A Map of the World,1489,1999,1,3.81,0385720106
House of Sand and Fog,66,2004,2,3.85,0099453924
Daughter of Fortune,98,1999,1,3.91,006019491X
The Meanest Thing To Say,56,1997,1,3.55,0590956167
A Fine Balance,7628,2001,1,4.36,140003065X
The Best Way to Play: A Little Bill Book,17,1997,1,3.49,0590956175
White Oleander,213,2000,1,3.9699999999999998,0316284955
One Hundred Years of Solitude,319,2004,1,4.07,0060740450
Song of Solomon,145,1987,1,4.06,0452260116
The Bluest Eye,286,2000,1,4.04,0452282195
The Poisonwood Bible,839,1999,1,4.06,0060930535
Vergeef me,9,2001,9,4.18,9022530078
The Crusader: Ronald Reagan and the Fall of Communism,14,2006,1,4.23,0061136905
President Reagan: The Triumph of Imagination,29,2006,2,3.81,1416531912
Ronald Reagan: The Power Of Conviction And The Success Of His Presidency,1,2004,2,4.0,0813390478
Reagan: A Life In Letters,10,2004,2,4.15,0743219678
The Acting President,3,1990,2,3.41,0525485791
Ethan Frome,4,2003,2,3.39,1404349391
Ethan Frome and Summer,54,2001,1,3.86,0375757287
Edith Wharton: An Extraordinary Life - an Illustrated Biography,5,1999,2,3.68,0810927950
Old New York: Four Novellas,94,1998,2,4.02,0671023365
Summer,0,2005,2,3.66,1414252676
A Backward Glance,77,1998,1,3.76,0684847558
Edith Wharton on the French Riviera,0,2002,2,4.0,2080107224
Four Novels,1,1996,2,4.05,188301137X
Edith Wharton A to Z: The Essential Guide to the Life and Work,1,1999,2,3.75,081603933X
The Cruise of The Vanadis,2,2004,2,3.25,0847826090
Edith Wharton and the Politics of Race,0,2004,2,4.0,0521830893
The Custom of the Country,3,2006,2,4.03,1598184016
The Best Short Stories of Edith Wharton,4,2004,1,3.77,1417911832
The Gilded Age: Edith Wharton and Her Contemporaries,2,1996,2,3.42,0789300206
The Ballad of Reading Gaol,6,2006,2,4.27,1594623279
Oscar In The Wilds: The Wilde Family In Connemara And Mayo,1,2003,2,2.0,1901658333
Wild Flowers of Tidewater Virginia,0,1982,2,4.33,0813909228
Fall Wildflowers of the Blue Ridge and Great Smoky Mountains,2,1987,2,3.5,0813911230
Wit and Wisdom: A Book of Quotations,37,1998,2,4.25,0486401464
Complete Works of Oscar Wilde,186,2003,1,4.48,0007144350
The Complete Fairy Tales of Oscar Wilde,5,2006,2,4.33,142092737X
The Wit & Wisdom of Oscar Wilde,15,1999,2,4.25,0517194600
The Secret Life of Oscar Wilde,7,2006,2,3.96,0465044395
Oscar Wilde,120,1988,1,4.24,0394759842
The Importance of Being Earnest,2,1956,2,4.17,0573111987
An Ideal Husband,910,2001,1,4.04,048641423X
Son of Oscar Wilde,12,1999,2,4.15,0786707011
The Complete Short Stories of Oscar Wilde,15,2006,2,4.15,0486452166
The Portable Oscar Wilde,0,1981,2,4.34,0670767433
The Life of Oscar Wilde,5,1978,2,3.86,0313204918
The Artist as Critic: Critical Writings of Oscar Wilde,5,1998,2,4.23,0226897648
Art and Christhood: The Aesthetics of Oscar Wilde,0,1993,2,4.0,083863477X
De Profundis and Other Writings,92,1976,1,4.21,014043089X
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),52,2006,1,3.95,1590528603
Travels with Charley: In Search of America,3785,2002,1,4.08,0142000701
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,25,1994,1,4.36,1883011019
The Pearl,6269,2002,1,3.47,0142000698
The Life and Times of Scrooge McDuck,150,2005,1,4.67,0911903968
The Life and Times of Scrooge McDuck Companion,22,2006,1,4.48,1888472405
The Financial Wisdom of Ebenezer Scrooge: 5 Principles to Transform Your Relationship with Money,8,2005,2,3.65,0757303544
The Last Christmas of Ebenezer Scrooge,3,2004,1,4.13,1592241336
A Christmas Story,382,2003,1,4.08,0767916220
The Ecco Book of Christmas Stories,14,2006,2,3.09,0060888482
My First Story of Christmas,1,2004,1,4.0,0802417582
The Christmas Story,32,2000,1,4.43,0307989135
Stories Behind the Great Traditions of Christmas,62,2003,2,3.8200000000000003,0310248809
A Christmas Dozen: Christmas Stories to Warm the Heart,7,2002,2,4.0,096492837X
A Christmas Carol,10337,1999,2,4.05,1561797464
The Annotated Christmas Carol,46,2004,1,4.05,0393051587
A Guide for Using a Christmas Carol in the Classroom,0,1993,2,3.71,1557344345
Little Dorrit,34,2002,1,3.99,037575914X
A Christmas Carol and Other Christmas Writings,446,2003,1,4.14,0140439056
Pictures from Italy,46,1998,2,3.54,0140434313
The Unabridged Charles Dickens,12,1999,2,4.43,0762406720
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,365,1999,1,4.0,0684865378
The Innocent Man: Murder and Injustice in a Small Town,4179,2006,1,3.8200000000000003,0385517238
The Last Juror,1785,2006,1,3.88,0385339682
The Testament,2401,1999,1,3.86,0440234743
The Rainmaker,1515,2005,1,3.94,0385339607
The Partner,1962,2005,1,3.92,0385339100
The Street Lawyer,1836,2005,1,3.83,0385339097
The Summons,1664,2005,1,3.69,0385339593
The Brethren,1523,2005,1,3.73,0385339674
The King of Torts,1720,2005,1,3.68,0385339658
Skipping Christmas,3404,2004,1,3.49,0099481685
The Firm,3388,2000,1,4.02,0582418275
The Client,1999,2010,1,4.01,0385339089
A Painted House,3403,2004,1,3.7,0385337930
The Summons / The Brethren,9,2006,1,3.99,0739342770
Forever Amber,853,2002,1,3.99,0141009829
Amber Brown Is Green With Envy,42,2004,1,3.95,0439071712
Amber Brown Is Not a Crayon,194,2006,1,3.84,0142406198
An Eye For The Dragon- Southeast Asia Observed: 1954-1970,2,1970,2,3.95,0436052016
In the Eyes of the Dragon: China Views the World,0,1999,2,0.0,0847693376
A Look at Life from a Deer Stand Gift Edition: Hunting for the Meaning of Life,6,2005,2,3.99,0736914889
Here I Stand: A Life of Martin Luther,227,1995,1,4.08,0452011469
Comic Insights: The Art of Stand-Up Comedy,17,2001,2,3.94,1879505541
Stand-Up Comedy: The Book,13,1989,2,3.85,0440502438
The Stand: Das letzte Gefecht,16,2003,6,4.34,3404134117
Wizard Study Guide Snow Falling on Cedars,0,2002,2,3.0,1876367083
The Journey of Ibn Fattouma,68,1993,2,3.96,0385423349
Orientalism,77,2003,1,4.08,0141187425
American Orientalism: The United States and the Middle East Since 1945,10,2004,2,3.6,0807855391
Alberto Pinto Orientalism,0,2004,2,4.67,0847826724
Orientalism Reappraised: British Travel-writing on Oman,0,2006,2,0.0,0820475394
Interpreter of Maladies,8104,2000,1,4.15,0618101365
Not Your Usual Founding Father: Selected Readings from Benjamin Franklin,1,2006,2,4.22,0300113943
The Founding Fathers on Leadership: Classic Teamwork in Changing Times,18,1998,2,3.8200000000000003,0446674257
Financial Founding Fathers: The Men Who Made America Rich,3,2006,2,3.67,0226910687
Faith of Our Founding Fathers,4,1996,2,3.4,0890512019
The Founding Fathers and the Place of Religion in America,5,2006,2,3.9699999999999998,069112602X
Pants for Real People: Fit and Sew for Any Body,9,2003,2,4.17,0935278575
Valuation Workbook: Step-By-Step Exercises and Tests to Help You Master Valuation,0,2006,2,3.41,0471702161
Term Sheets & Valuations: An Inside Look at the Intricacies of Term Sheets & Valuations,8,2003,2,3.84,1587620685
Small Business Valuation Book,0,1998,2,2.65,1580620051
Financial Valuation: Applications and Models,0,2006,2,4.33,0471761176
The Handbook of Business Valuation and Intellectual Property Analysis,1,2004,2,3.25,0071429670
Equity Asset Valuation,0,2007,2,4.5,0470052821
Nineteen Eighty-Four,757,2003,1,4.18,0452284236
Animal Farm / 1984,1652,2003,1,4.29,0151010269
Brave New World / Brave New World Revisited,1062,2005,1,4.16,0060776099
Brave New World and Brave New World Revisited,55,2004,1,4.16,0060535261
Brave New World Revisited,751,2006,1,3.95,0060898526
How to Be a Christian in a Brave New World,6,2006,2,4.02,0310259398
Carnegie,20,2003,2,4.07,0471468835
Children of the Alley,134,1996,1,4.1,0385264739
Voices from the Other World: Ancient Egyptian Tales,13,2004,2,3.96,9774247582
The Seventh Heaven: Supernatural Tales,14,2006,2,3.96,0307277143
The Time and the Place: And Other Stories,18,1992,2,3.98,0385264720
Akhenaten: Dweller in Truth,141,2000,1,3.81,0385499094
Adrift on the Nile,38,1994,1,3.8200000000000003,0385423330
Midaq Alley,451,1991,1,3.85,0385264763
Echoes of an Autobiography,13,1997,2,3.93,0385485565
The Harafish,62,1997,1,4.37,0385423357
The Day the Leader Was Killed,94,2000,1,3.63,0385499221
Miramar,2,1990,2,3.8200000000000003,0894106937
The Dreams,9,2005,2,3.6,977424866X
The Seventh Heaven: Stories of the Supernatural,0,2005,2,3.96,9774249402
Anne Frank Beyond the Diary: A Photographic Remembrance,245,1995,1,4.27,0140369260
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,680,1988,1,4.29,0671662341
The Boy Who Loved Anne Frank,138,2006,2,3.66,0393327809
The Diary of Anne Frank,61,1998,1,4.06,082221718X
Anne Frank: Life in Hiding,23,1999,1,4.0,0380732548
The Diary of Anne Frank: And Related Readings,452,1996,2,4.06,0395833647
A Raisin in the Sun,2089,2002,2,3.7800000000000002,0375508333
A Raisin in the Sun: The Unfilmed Original Screenplay,50,1995,2,3.7199999999999998,0451183886
A Raisin in the Sun (SparkNotes Literature Guide),0,2002,2,4.5600000000000005,1586634550
A Raisin in the Sun: Curriculum Unit,0,1997,2,1.0,156077536X
Were They Wise Men or Kings?: The Book of Christmas Questions,4,2001,2,3.62,0664223125
Drama Kings: The Men Who Drive Strong Women Crazy,0,2006,2,3.24,1594865302
Kami and the Yaks,37,2007,2,3.79,0977896110
Biochemistry Lecture Notebook,0,2006,2,3.81,0716771578
What Do You Care What Other People Think?,561,2001,1,4.27,0393320928
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,93,2005,1,4.25,0738206369
QED: The Strange Theory of Light and Matter,326,1988,1,4.24,0691024170
Kiffe Kiffe Demain (French Edition),1,2005,3,3.41,0785990232
iWoz,374,2006,1,3.87,0393061434
Jack: Straight from the Gut,2,2001,2,3.81,1402501900
Hablando Claro,0,2003,2,3.81,8466310495
Winning [Ganar],12,2005,2,3.83,8466621091
Winning: The Answers: Confronting 74 of the Toughest Questions in Business Today,18,2006,2,3.68,0061241490
29 Leadership Secrets from Jack Welch,14,2002,2,3.85,0071409378
What Makes a Leader?: A Leading With Emotional Intelligence Conversation with Jack and Suzy Welch,3,2006,2,3.84,1593979738
Jack Welch on Leadership: Abridged from Jack Welch and the GE Way,2,2004,2,3.6,0071435271
Cradle to Cradle: Remaking the Way We Make Things,830,2002,1,4.11,0865475873
Cradle and All,876,2001,1,3.86,0446609404
Cradle & Crucible: History and Faith in the Middle East,1,2004,2,3.81,0792265971
Voices of 1776: The Story of the American Revolution in the Words of Those Who Were There,1,1991,2,4.21,0452010780
Morality: An Introduction to Ethics,12,1993,2,3.59,0521457297
On Opera,3,2006,2,4.0,0300089767
Problems of the Self: Philosophical Papers 1956 1972,2,1976,1,3.9699999999999998,0521290600
Shame and Necessity,16,1994,2,4.17,0520088301
Philosophy as a Humanistic Discipline,0,2006,2,4.35,0691124264
Moral Luck: Philosophical Papers 1973-1980,5,1981,1,4.1,0521286913
Ethics and the Limits of Philosophy,20,1986,1,4.06,067426858X
Making Sense of Humanity: And Other Philosophical Papers 1982 1993,0,1995,2,3.8,0521472792
Truth and Truthfulness: An Essay in Genealogy,8,2004,2,3.5700000000000003,0691117918
Descartes: The Project of Pure Enquiry,0,2005,2,3.84,041535627X
Internal Rhetorics: Toward a History and Theory of Self-Persuasion,0,2001,2,3.67,0809324067
On Rhetoric and Language: Four Key Dialogues,1,1999,1,4.2,1880393336
Brazilian Immigrants in the United States: Cultural Imperialism and Social Class,0,2006,2,4.67,1593321562
Contes Du Marais,0,1994,2,0.0,2905061847
Mouse Morality: The Rhetoric of Disney Animated Film,2,2002,2,3.33,0292791534
Academic Charisma and the Origins of the Research University,3,2006,2,4.04,0226109216
Theories of Personality,1,2001,2,4.01,0072316799
The Psychology of Science and the Origins of the Scientific Mind,2,2006,2,3.91,030011074X
The Norton Anthology of Modern and Contemporary Poetry,22,2003,1,4.23,039332429X
The Italian Spring (Bodley Bookshelf),0,1986,2,3.08,0370307119
The Elephant War,3,2000,1,3.67,1903252040
The Wind in the Willows,3542,2005,1,3.99,0143039091
Holiday Romance and Other Writings for Children,3,1995,1,3.32,0460876015
Language Is Sermonic: Richard M. Weaver on the Nature of Rhetoric,2,1985,2,4.28,0807112216
The Southern Essays of Richard M. Weaver,5,1999,2,4.27,0865970580
Ideas Have Consequences,106,1984,1,4.16,0226876802
Barbarians in the Saddle: Intellectual Biography of Richard M. Weaver,0,1997,2,0.0,1560003219
The Ethics of Rhetoric,9,1995,1,4.14,0961180021
Enforcing the Work Ethic: Rhetoric and Everyday Life in a Work Incentive Program,0,1991,2,0.0,0791404242
Living to Tell about It: A Rhetoric and Ethics of Character Narration,5,2004,2,4.1,0801489288
Manliness,30,2006,1,3.38,0300106645
The Eternal Husband and Other Stories,47,2000,2,4.15,0553214446
Selected Stories of Anton Chekhov,473,2000,1,4.36,0553381008
Mother Maria Skobtsova: Essential Writings,9,2002,1,4.32,1570754365
What is Art?,24,1995,1,3.73,0140446427
The Complete Short Novels,119,2005,1,4.47,140003292X
The Double and The Gambler,99,2007,1,4.15,0375719016
The Adolescent,162,2004,1,3.94,0375719008
The Dreams of Two Yi-Min,0,1989,2,3.88,0824811798
Basque Gender Studies,0,2004,2,4.5,187780231X
Thousand Pieces of Gold,185,2004,2,3.77,080708381X
To the Ends of the Earth: The Great Travel and Trade Routes of Human History,0,1984,2,2.5,0871966476
Africans in America: 1619-1865,0,2002,2,3.0,0736812040
Bodies From the Ash: Life and Death in Ancient Pompeii (Outstanding Science Trade Books for Students K-12 (Awards)),33,2005,2,4.08,0618473084
